PROCEDIMENTO,RN(alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
E TERAPIA INTRAVENOSA COM ÁCIDO ZOLEDRÔNICO (COM DIRETRIZ DE UTILIZAÇÃO) 592/2023 18/12/2023 AMB HCO HSO REF PAC 163 TERAPÊUTICAPROCEDIMENTOS CLÍNICOS AMBULATORIAIS,,,,,,,,,,Subgrupo,Grupo,Capítulo
E,,,,AMB,,,,,,Subgrupo,Grupo,Capítulo
E TERAPIA MEDICAMENTOSA INJETÁVEL AMBULATORIAL (COM DIRETRIZ DE UTILIZAÇÃO) 546/2022 03/10/2022 AMB HCO HSO REF 158 TERAPÊUTICAPROCEDIMENTOS CLÍNICOS AMBULATORIAIS,,,,,,,,,,Subgrupo,Grupo,Capítulo
E,,,,AMB,,,,,,Subgrupo,Grupo,Capítulo
E TERAPIA ONCOLÓGICA - PLANEJAMENTO AMB HCO HSO REF PAC TERAPÊUTICAPROCEDIMENTOS CLÍNICOS AMBULATORIAIS,,,,,,,,,,Subgrupo,Grupo,Capítulo
E,,,,AMB,,,,,,Subgrupo,Grupo,Capítulo
E TERAPIA ONCOLÓGICA COM APLICAÇÃO DE MEDICAMENTOS POR VIA INTRACAVITÁRIA OU INTRATECAL HCO HSO REF PAC TERAPÊUTICAPROCEDIMENTOS CLÍNICOS AMBULATORIAIS,,,,,,,,,,Subgrupo,Grupo,Capítulo
E,,,,AMB,,,,,,Subgrupo,Grupo,Capítulo
E TERAPIA ONCOLÓGICA COM APLICAÇÃO INTRA-ARTERIAL OU INTRAVENOSA DE MEDICAMENTOS AMB HCO HSO REF PAC TERAPÊUTICAPROCEDIMENTOS CLÍNICOS AMBULATORIAIS,,,,,,,,,,Subgrupo,Grupo,Capítulo
E,,,,AMB,,,,,,Subgrupo,Grupo,Capítulo
E TERAPIA ONCOLÓGICA MEDICAMENTOSA PEROPERATÓRIA HCO HSO REF PAC TERAPÊUTICAPROCEDIMENTOS CLÍNICOS AMBULATORIAIS,,,,,,,,,,Subgrupo,Grupo,Capítulo
E,,,,AMB,,,,,,Subgrupo,Grupo,Capítulo
E TERAPIA POR PRESSÃO NEGATIVA (COM DIRETRIZ DE UTILIZAÇÃO) AMB HCO HSO REF 148 TERAPÊUTICAPROCEDIMENTOS CLÍNICOS AMBULATORIAIS,,,,,,,,,,Subgrupo,Grupo,Capítulo
E,,,,AMB,,,,,,Subgrupo,Grupo,Capítulo
"E APÊNDICE PRÉ-AURICULAR - RESSECÇÃO AMB HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
MUCOSAS APLICAÇÃO DE CONTRACEPTIVO HORMONAL INJETÁVEL (COM DIRETRIZ DE UTILIZAÇÃO) 538/2022 22/10/2022 AMB REF 154 PROCEDIMENTOSPROCEDIMENTOS CLÍNICOS AMBULATORIAIS,,,,,,,,,,Subgrupo,Grupo,Capítulo
E,,,,AMB,,,,,,Subgrupo,Grupo,Capítulo
E IMPLANTE SUBDÉRMICO HORMONAL PARA CONTRACEPÇÃO (COM DIRETRIZ DE UTILIZAÇÃO) 619/2024 02/01/2025 AMB REF 170 PROCEDIMENTOSPROCEDIMENTOS CLÍNICOS AMBULATORIAIS,,,,,,,,,,Subgrupo,Grupo,Capítulo
E,,,,AMB,,,,,,Subgrupo,Grupo,Capítulo
"E AUTONOMIZAÇÃO DE RETALHO HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS BIÓPSIA DE FACE AMB HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
MUCOSAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
"BIÓPSIA UNHA, ETCAMB HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,OD,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS CALOSIDADE E/OU MAL PERFURANTE - DESBASTAMENTO AMB HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS CANTOPLASTIA UNGUEAL AMB HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS CAUTERIZAÇÃO QUÍMICA AMB HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS CIRURGIA DA HIDROSADENITE HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS CORREÇÃO CIRÚRGICA DE SEQUELAS DE ALOPECIA TRAUMÁTICA COM MICROENXERTOS PILOSOS HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
MUCOSAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
"CORREÇÃO EMPREGO DE EXPANSORES EM RETALHOS CUTÂNEOS, MUSCULARES E/OU MIOCUTÂNEOSHCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS CRIOCIRURGIA (NITROGÊNIO LÍQUIDO) DE NEOPLASIAS CUTÂNEAS AMB HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS CURATIVO DE QUEIMADURAS AMB HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS CURATIVO ESPECIAL SOB ANESTESIA HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS CURETAGEM, ELETROCOAGULAÇÃO E/OU DERMOABRASÃO DE LESÕES DE PELE E MUCOSAS AMB HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS ABDOMINOPLASTIA (COM DIRETRIZ DE UTILIZAÇÃO) HCO HSO REF 18 PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS DESBRIDAMENTO CIRÚRGICO AMB HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS DESBRIDAMENTO DE FERIMENTOS INFECTADOS E MORDIDAS DE ANIMAIS AMB HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS ENXERTO DE CARTILAGEM, MUCOSA E/OU COMPOSTO HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS ENXERTO DE PELE MÚLTIPLO HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS ENXERTO OU HOMOENXERTO DE PELE HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS ESCALPO - TRATAMENTO CIRÚRGICO HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS ESCAROTOMIA DESCOMPRESSIVA AMB HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
MUCOSAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
EXÉRESE,,,,,HCO,HSO,REF,,,Subgrupo,Grupo,Capítulo
"MUCOSAS EXÉRESE DE LESÃO COM AUTO-ENXERTIA AMB HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS EXÉRESE DE LESÃO DE PELE E MUCOSAS AMB HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS EXÉRESE DE TUMOR DE PARTES MOLES AMB HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS EXÉRESE DE UNHA AMB HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS EXÉRESE E SUTURA DE LESÕES COM OU SEM ROTAÇÃO DE RETALHOS AMB HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS EXPANSÃO TISSULAR HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXCISÃO E RETALHOS CUTÂNEOS HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
MUCOSAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
"EXTENSOS MUSCULARES CRUZADOSHCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÉRESE E RETALHOS CUTÂNEOS HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
MUCOSAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
"EXTENSOS OU AXIALHCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÉRESE E ROTAÇÃO DE RETALHOS MIOCUTÂNEOS HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÉRESE E ROTAÇÃO DE RETALHOS MUSCULARES HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS EXTENSOS FERIMENTOS, CICATRIZES, OU TUMORES - EXÉRESE E ENXERTO CUTÂNEO HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS INCISÃO E DRENAGEM DE ABSCESSO, HEMATOMA, FLEGMÃO E/OU PANARÍCIO AMB HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS INFILTRAÇÃO INTRALESIONAL, CICATRICIAL E HEMANGIOMAS AMB HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS MATRICECTOMIA AMB HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS LASERTERAPIA PARA O TRATAMENTO DA MUCOSITE ORAL/OROFARINGE (COM DIRETRIZ DE UTILIZAÇÃO) AMB HCO HSO REF 51 PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS PLÁSTICA EM Z OU W AMB HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
MUCOSAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
RECONSTRUÇÃO,,,,,HCO,HSO,REF,,,Subgrupo,Grupo,Capítulo
"MUCOSAS RETALHO CUTÂNEO, MUSCULAR OU COMPOSTO (INCLUINDO CARTILAGEM OU OSSO) HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS RETIRADA DE CORPO ESTRANHO SUBCUTÂNEO AMB HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS RETRAÇÃO CICATRICIAL DE ZONA DE FLEXÃO E EXTENSÃO DE MEMBROS SUPERIORES E INFERIORES HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS RETRAÇÃO DE APONEUROSE PALMAR (DUPUYTREN) HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS SUTURA DE FERIMENTOS COM OU SEM DESBRIDAMENTO AMB HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS TERAPIA POR PRESSÃO NEGATIVA (COM DIRETRIZ DE UTILIZAÇÃO) AMB HCO HSO REF 148 PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS TRANSECÇÃO DE RETALHO HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS TRANSFERÊNCIA INTERMEDIÁRIA DE RETALHO HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS TRATAMENTO CIRÚRGICO DA UNHA (ENXERTO) AMB HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS TRATAMENTO CIRÚRGICO DE HEMANGIOMAS, LINFANGIOMAS OU NEVUS HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS TRATAMENTO CIRÚRGICO DE BRIDAS CONSTRICTIVAS HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS TRATAMENTO CIRÚRGICO DO ABSCESSO DE UNHA (DRENAGEM) AMB HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS TRATAMENTO DA MIIASE FURUNCULÓIDE AMB HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS TRATAMENTO DE ESCARAS OU ULCERAÇÕES COM RETALHOS CUTÂNEOS HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS TRATAMENTO DE ESCARAS OU ULCERAÇÕES COM RETALHOS MIOCUTÂNEOS OU MUSCULARES HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
"MUCOSAS TRATAMENTO DE FÍSTULA CUTÂNEA HCO HSO REF PROCEDIMENTOSPELE E TECIDO CELULAR SUBCUTÂNEO,",,,,,,,,,,Subgrupo,Grupo,Capítulo
MUCOSAS BIÓPSIA DE LÁBIO (COM DIRETRIZ DE UTILIZAÇÃO) OD AMB HCO HSO REF 83 LÁBIO CABEÇA E PESCOÇO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,Subgrupo,Grupo,Capítulo
EXCISÃO,,,,,HCO,HSO,REF,,,Subgrupo,Grupo,Capítulo
EXCISÃO EXCISÃO EM CUNHA AMB HCO HSO REF LÁBIO CABEÇA E PESCOÇO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,HCO,HSO,REF,,,Subgrupo,Grupo,Capítulo
FRENOTOMIA/FRENULOTOMIA FRENULECTOMIA  LABIAL OD AMB HCO HSO REF LÁBIO CABEÇA E PESCOÇO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,AMB,HCO,HSO,REF,,,Subgrupo,Grupo,Capítulo
QUEILOPLASTIA RECONSTRUÇÃO DE SULCO GENGIVO-LABIAL HCO HSO REF LÁBIO CABEÇA E PESCOÇO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,HCO,HSO,REF,,,Subgrupo,Grupo,Capítulo
RECONSTRUÇÃO TRATAMENTO CIRÚRGICO DE HIPERTROFIA DO LÁBIO HCO HSO REF LÁBIO CABEÇA E PESCOÇO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,HCO,HSO,REF,,,Subgrupo,Grupo,Capítulo
ADEQUAÇÃO AJUSTE OCLUSAL POR ACRÉSCIMO OD BOCA CABEÇA E PESCOÇO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,,,,,,,Subgrupo,Grupo,Capítulo
AJUSTE ALONGAMENTO CIRÚRGICO DO PALATO MOLE HCO HSO REF BOCA CABEÇA E PESCOÇO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,,,,,,,Subgrupo,Grupo,Capítulo
ALVEOLOPLASTIA AMPUTAÇÃO RADICULAR COM OBTURAÇÃO RETRÓGRADA OD BOCA CABEÇA E PESCOÇO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,,,,,,,Subgrupo,Grupo,Capítulo
AMPUTAÇÃO APICETOMIA BIRRADICULARES COM OBTURAÇÃO RETRÓGRADA OD BOCA CABEÇA E PESCOÇO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,,,,,,,Subgrupo,Grupo,Capítulo
APICETOMIA APICETOMIA MULTIRRADICULARES COM OBTURAÇÃO RETRÓGRADA OD BOCA CABEÇA E PESCOÇO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,,,,,,,Subgrupo,Grupo,Capítulo
APICETOMIA,,,OD,,,,,,,Subgrupo,Grupo,Capítulo
APICETOMIA APICETOMIA UNIRRADICULARES SEM OBTURAÇÃO RETRÓGRADA OD BOCA CABEÇA E PESCOÇO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,,,,,,,Subgrupo,Grupo,Capítulo
APROFUNDAMENTO/AUMENTO AUMENTO DE COROA CLÍNICA OD BOCA CABEÇA E PESCOÇO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,,,,,,,Subgrupo,Grupo,Capítulo
BIÓPSIA BRIDECTOMIA OD AMB HCO HSO REF BOCA CABEÇA E PESCOÇO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,AMB,HCO,HSO,REF,,,Subgrupo,Grupo,Capítulo
BRIDOTOMIA CAPEAMENTO PULPAR DIRETO - EXCLUINDO RESTAURAÇÃO FINAL OD BOCA CABEÇA E PESCOÇO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,AMB,HCO,HSO,REF,,,Subgrupo,Grupo,Capítulo
CIRURGIA CIRURGIA PARA TORUS MANDIBULAR OD BOCA CABEÇA E PESCOÇO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,,,,,,,Subgrupo,Grupo,Capítulo
CIRURGIA CIRURGIA PERIODONTAL A RETALHO OD BOCA CABEÇA E PESCOÇO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,,,,,,,Subgrupo,Grupo,Capítulo
COLAGEM,,,OD,,,,,,,Subgrupo,Grupo,Capítulo
COROA FUNDIDA (RMF) - COM DIRETRIZ DE UTILIZAÇÃOOD 90 BOCA CABEÇA E PESCOÇO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,Subgrupo,Grupo,Capítulo
REEMBASAMENTO CUNHA PROXIMAL OD BOCA CABEÇA E PESCOÇO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,,,,,,,Subgrupo,Grupo,Capítulo
CONTROLE CONTROLE DE HEMORRAGIA SEM APLICAÇÃO DE AGENTE HEMOSTÁTICO EM REGIÃO BUCO-MAXILO-FACIAL OD BOCA CABEÇA E PESCOÇO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,,,,,,,Subgrupo,Grupo,Capítulo
INCISÃO FACIALOD AMB HCO HSO REF BOCA CABEÇA E PESCOÇO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,Subgrupo,Grupo,Capítulo
INCISÃO FACIALOD AMB HCO HSO REF BOCA CABEÇA E PESCOÇO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,Subgrupo,Grupo,Capítulo
EXCISÃO EXCISÃO DE TUMOR DE BOCA COM MANDIBULECTOMIA OU MAXILECTOMIA HCO HSO REF BOCA CABEÇA E PESCOÇO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,HCO,HSO,REF,,,Subgrupo,Grupo,Capítulo
EXÉRESE ENXERTO GENGIVAL LIVRE OD BOCA CABEÇA E PESCOÇO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,HCO,HSO,REF,,,Subgrupo,Grupo,Capítulo
ENXERTO EXODONTIA A RETALHO OD BOCA CABEÇA E PESCOÇO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,,,,,,,Subgrupo,Grupo,Capítulo
EXODONTIA EXODONTIA SIMPLES DE DECÍDUO OD BOCA CABEÇA E PESCOÇO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,,,,,,,Subgrupo,Grupo,Capítulo
EXODONTIA EXODONTIA SIMPLES DE PERMANENTE OD BOCA CABEÇA E PESCOÇO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,,,,,,,Subgrupo,Grupo,Capítulo
FACETA GENGIVECTOMIA OD BOCA CABEÇA E PESCOÇO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,,,,,,,Subgrupo,Grupo,Capítulo
"GENGIVOPLASTIA GLOSSECTOMIA SUBTOTAL OU TOTAL, COM OU SEM MANDIBULECTOMIA HCO HSO REF BOCA CABEÇA E PESCOÇO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS",,,OD,,,,,,,Subgrupo,Grupo,Capítulo
IMOBILIZAÇÃO IMOBILIZAÇÃO DENTÁRIA EM DENTES PERMANENTES OD BOCA CABEÇA E PESCOÇO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,,,,,,,Subgrupo,Grupo,Capítulo
NÚCLEO ODONTO-SECÇÃO OD BOCA CABEÇA E PESCOÇO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,,,,,,,Subgrupo,Grupo,Capítulo
OPERAÇÃO OSTEOMIOCUTÂNEOSHCO HSO REF BOCA CABEÇA E PESCOÇO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,Subgrupo,Grupo,Capítulo
PALATOPLASTIA PALATOPLASTIA PARCIAL OU TOTAL HCO HSO REF BOCA CABEÇA E PESCOÇO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,HCO,HSO,REF,,,Subgrupo,Grupo,Capítulo
PALATO-QUEILOPLASTIA PLÁSTICA DO DUCTO PAROTÍDEO HCO HSO REF BOCA CABEÇA E PESCOÇO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,HCO,HSO,REF,,,Subgrupo,Grupo,Capítulo
PULPOTOMIA PULPOTOMIA EM DENTE DECÍDUO OD BOCA CABEÇA E PESCOÇO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,,,,,,,Subgrupo,Grupo,Capítulo
COLETA PUNÇÃO ASPIRATIVA NA REGIÃO BUCO-MAXILO-FACIAL OD BOCA CABEÇA E PESCOÇO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,,,,,,,Subgrupo,Grupo,Capítulo
RASPAGEM RASPAGEM SUPRA-GENGIVAL E POLIMENTO CORONÁRIO OD BOCA CABEÇA E PESCOÇO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,,,,,,,Subgrupo,Grupo,Capítulo
REABILITAÇÃO,,,OD,,,,,,,Subgrupo,Grupo,Capítulo
REABILITAÇÃO UTILIZAÇÃO)OD 92 BOCA CABEÇA E PESCOÇO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,Subgrupo,Grupo,Capítulo
REABILITAÇÃO UTILIZAÇÃO)OD 93 BOCA CABEÇA E PESCOÇO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,Subgrupo,Grupo,Capítulo
REABILITAÇÃO (COM DIRETRIZ DE UTILIZAÇÃO)OD 94 BOCA CABEÇA E PESCOÇO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,Subgrupo,Grupo,Capítulo
REABILITAÇÃO DIRETRIZ DE UTILIZAÇÃO)OD 95 BOCA CABEÇA E PESCOÇO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,Subgrupo,Grupo,Capítulo
RECIMENTAÇÃO RECONSTRUÇÃO DE SULCO GENGIVO-LABIAL OD BOCA CABEÇA E PESCOÇO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,,,,,,,Subgrupo,Grupo,Capítulo
REDUÇÃO,,,OD,,,,,,,Subgrupo,Grupo,Capítulo
REDUÇÃO REIMPLANTE DE DENTE AVULSIONADO COM CONTENÇÃO OD BOCA CABEÇA E PESCOÇO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,,,,,,,Subgrupo,Grupo,Capítulo
REMOÇÃO REMOÇÃO DE DENTES INCLUSOS / IMPACTADOS OD BOCA CABEÇA E PESCOÇO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,,,,,,,Subgrupo,Grupo,Capítulo
REMOÇÃO REMOÇÃO DE DRENO EXTRA-ORAL OD BOCA CABEÇA E PESCOÇO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,,,,,PAC,,Subgrupo,Grupo,Capítulo
